FIELD_ID1_Label	FIELD_ID1_CAMPAIGN	AGRICULTURE1_SOIL_MANAGMENT	AGRICULTURE1_CROP	AGRICULTURE1_AGRI_TYPE	AGRICULTURE1_LIVESTOCK	FIELD_SUB_ID1_SEASON	PLOT_ID_SEASONAL1_Label	WEEDS1_PHENOLOGY_STAGE	WEEDS1_WEED_SPECIES	WEEDS1_DENSITY_CLASS
AF044-Bn-Y1	Y1	DIRECT_DRILLING	Bn	CONVENTIONAL	0	S1	AF044-Bn-Y1-S1-PC	E	3GRAC	1
AF044-Bn-Y1	Y1	DIRECT_DRILLING	Bn	CONVENTIONAL	0	S1	AF044-Bn-Y1-S1-PC	E	CHEAL	1
AF044-Bn-Y1	Y1	DIRECT_DRILLING	Bn	CONVENTIONAL	0	S1	AF044-Bn-Y1-S1-PC	E	ECHCG	1
AF044-Bn-Y1	Y1	DIRECT_DRILLING	Bn	CONVENTIONAL	0	S1	AF044-Bn-Y1-S1-PC	E	POLLA	1
AF044-Bn-Y1	Y1	DIRECT_DRILLING	Bn	CONVENTIONAL	0	S1	AF044-Bn-Y1-S1-PC	E	SENVU	1
AF044-Bn-Y1	Y1	DIRECT_DRILLING	Bn	CONVENTIONAL	0	S2	AF044-Bn-Y1-S2-PA	C	3GRAC	1
AF044-Bn-Y1	Y1	DIRECT_DRILLING	Bn	CONVENTIONAL	0	S2	AF044-Bn-Y1-S2-PB	C	FUMOF	1
AF100-Bn-Y2	Y2	DIRECT_DRILLING	Bn	CONVENTIONAL	0	S1	AF100-Bn-Y2-S1-PA	C	SENVU	1
AF100-Bn-Y2	Y2	DIRECT_DRILLING	Bn	CONVENTIONAL	0	S1	AF100-Bn-Y2-S1-PA	E	CARHI	1
AF102-Bn-Y2	Y2	DIRECT_DRILLING	Bn	CONVENTIONAL	0	S2	AF102-Bn-Y2-S2-PC	B	SONAS	+
AF112-Bn-Y2	Y2	DIRECT_DRILLING	Bn	CONVENTIONAL	0	S2	AF112-Bn-Y2-S2-PC	B	MERAN	+
AF122-Bn-Y2	Y2	DIRECT_DRILLING	Bn	CONVENTIONAL	0	S2	AF122-Bn-Y2-S2-PC	B	VERPE	+
AF132-Bn-Y2	Y2	DIRECT_DRILLING	Bn	CONVENTIONAL	0	S2	AF132-Bn-Y2-S2-PC	B	ERICA	+
AF142-Bn-Y2	Y2	DIRECT_DRILLING	Bn	CONVENTIONAL	0	S2	AF142-Bn-Y2-S2-PB	B	MYOAR	+
AF031-Bn-Y1	Y1		Bn	REASONABLE	0	S2	AF031-Bn-Y1-S2-PB	C	LACSE	1
AF031-Bn-Y1	Y1		Bn	REASONABLE	0	S2	AF031-Bn-Y1-S2-PC	C	SONAS	1
AF031-Bn-Y1	Y1		Bn	REASONABLE	0	S2	AF031-Bn-Y1-S2-PD	B	GERDI	1
AF032-Bn-Y1	Y1		Bn	REASONABLE	0	S2	AF032-Bn-Y1-S2-PB	B	SONAS	1
AF032-Bn-Y1	Y1		Bn	REASONABLE	0	S2	AF032-Bn-Y1-S2-PC	B	GERDI	1
AF033-Bn-Y1	Y1		Bn	REASONABLE	0	S2	AF033-Bn-Y1-S2-PC	C	GERPU	-3
AF034-Bn-Y1	Y1		Bn	ORGANIC	0	S2	AF034-Bn-Y1-S2-PD	C	GERPU	-3
AF035-Bn-Y1	Y1		Bn	ORGANIC	0	S2	AF035-Bn-Y1-S2-PA	C	VERPE	1
AF035-Bn-Y1	Y1		Bn	ORGANIC	0	S2	AF035-Bn-Y1-S2-PB	C	GERDI	1
AF035-Bn-Y1	Y1		Bn	ORGANIC	0	S2	AF035-Bn-Y1-S2-PC	C	SONAS	-3
AF035-Bn-Y1	Y1		Bn	ORGANIC	0	S2	AF035-Bn-Y1-S2-PD	C	GALAP	1
AF038-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF038-Bn-Y1-S1-PA	B	CONAR	1
AF038-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF038-Bn-Y1-S1-PA	B	MERAN	1
AF038-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF038-Bn-Y1-S1-PA	B	RUMOB	1
AF038-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF038-Bn-Y1-S1-PA	C	CIRAR	1
AF038-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF038-Bn-Y1-S1-PA	C	EPHHE	1
AF038-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF038-Bn-Y1-S1-PA	D	LAMPU	1
AF038-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF038-Bn-Y1-S1-PA	D	SETPU	1
AF038-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF038-Bn-Y1-S1-PA	E	XANST	1
AF038-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF038-Bn-Y1-S1-PB	B	CONAR	1
AF038-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF038-Bn-Y1-S1-PB	B	LOLSS	1
AF038-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF038-Bn-Y1-S1-PB	B	RUMOB	1
AF038-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF038-Bn-Y1-S1-PB	B	SENVU	1
AF038-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF038-Bn-Y1-S1-PB	B	SONSS	1
AF038-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF038-Bn-Y1-S1-PB	B	VICSA	1
AF038-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF038-Bn-Y1-S1-PB	C	CIRAR	1
AF038-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF038-Bn-Y1-S1-PB	D	AMARE	1
AF038-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF038-Bn-Y1-S1-PB	D	MERAN	1
AF038-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF038-Bn-Y1-S1-PB	D	SETPU	1
AF038-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF038-Bn-Y1-S1-PB	E	CHEAL	1
AF038-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF038-Bn-Y1-S1-PC	B	CONAR	1
AF038-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF038-Bn-Y1-S1-PC	B	LOLSS	1
AF038-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF038-Bn-Y1-S1-PC	B	MERAN	1
AF038-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF038-Bn-Y1-S1-PC	B	SENVU	1
AF038-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF038-Bn-Y1-S1-PC	B	VICSA	1
AF038-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF038-Bn-Y1-S1-PC	C	CIRAR	1
AF038-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF038-Bn-Y1-S1-PC	C	RUMCR	1
AF038-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF038-Bn-Y1-S1-PC	D	AMARE	1
AF038-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF038-Bn-Y1-S1-PC	D	ECHCG	1
AF038-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF038-Bn-Y1-S1-PC	D	FAGES	1
AF038-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF038-Bn-Y1-S1-PC	D	LAMPU	1
AF038-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF038-Bn-Y1-S1-PC	D	SETPU	1
AF038-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF038-Bn-Y1-S1-PD	B	LOLSS	1
AF038-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF038-Bn-Y1-S1-PD	B	MERAN	1
AF038-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF038-Bn-Y1-S1-PD	B	SENVU	1
AF038-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF038-Bn-Y1-S1-PD	B	VICSA	1
AF038-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF038-Bn-Y1-S1-PD	C	CIRAR	1
AF038-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF038-Bn-Y1-S1-PD	C	SONSS	1
AF038-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF038-Bn-Y1-S1-PD	D	FAGES	1
AF038-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF038-Bn-Y1-S1-PD	D	RESPH	1
AF038-Bn-Y1	Y1		Bn	ORGANIC	0	S2	AF038-Bn-Y1-S2-PA	C	LACSE	1
AF038-Bn-Y1	Y1		Bn	ORGANIC	0	S2	AF038-Bn-Y1-S2-PB	C	SONAS	1
AF038-Bn-Y1	Y1		Bn	ORGANIC	0	S2	AF038-Bn-Y1-S2-PC	B	GERDI	1
AF039-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF039-Bn-Y1-S1-PA	B	CONAR	1
AF039-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF039-Bn-Y1-S1-PA	B	SONSS	1
AF039-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF039-Bn-Y1-S1-PA	B	STEME	1
AF039-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF039-Bn-Y1-S1-PA	B	VICSA	1
AF039-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF039-Bn-Y1-S1-PA	C	CIRAR	1
AF039-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF039-Bn-Y1-S1-PA	D	RESPH	1
AF039-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF039-Bn-Y1-S1-PA	D	SETPU	1
AF039-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF039-Bn-Y1-S1-PB	B	ANTAL	1
AF039-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF039-Bn-Y1-S1-PB	B	CIRAR	1
AF039-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF039-Bn-Y1-S1-PB	B	SONSS	1
AF039-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF039-Bn-Y1-S1-PB	D	AMARE	1
AF039-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF039-Bn-Y1-S1-PB	D	SETPU	1
AF039-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF039-Bn-Y1-S1-PC	B	ANTAL	1
AF039-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF039-Bn-Y1-S1-PC	B	CONAR	1
AF039-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF039-Bn-Y1-S1-PC	B	LOLSS	1
AF039-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF039-Bn-Y1-S1-PC	B	SONSS	1
AF039-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF039-Bn-Y1-S1-PC	D	RESPH	1
AF039-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF039-Bn-Y1-S1-PC	D	SENVU	1
AF039-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF039-Bn-Y1-S1-PC	D	SETPU	1
AF039-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF039-Bn-Y1-S1-PC	D	SINAR	1
AF039-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF039-Bn-Y1-S1-PD	B	ANTAL	1
AF039-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF039-Bn-Y1-S1-PD	B	CIRAR	1
AF039-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF039-Bn-Y1-S1-PD	B	SONSS	1
AF039-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF039-Bn-Y1-S1-PD	B	STEME	1
AF039-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF039-Bn-Y1-S1-PD	D	AMARE	1
AF039-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF039-Bn-Y1-S1-PD	D	SETPU	1
AF039-Bn-Y1	Y1		Bn	ORGANIC	0	S2	AF039-Bn-Y1-S2-PA	B	SONAS	1
AF039-Bn-Y1	Y1		Bn	ORGANIC	0	S2	AF039-Bn-Y1-S2-PB	B	GERDI	1
AF039-Bn-Y1	Y1		Bn	ORGANIC	0	S2	AF039-Bn-Y1-S2-PD	C	LOLSS	1
AF040-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF040-Bn-Y1-S1-PA	B	RAPRA	1
AF040-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF040-Bn-Y1-S1-PA	B	SENVU	1
AF040-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF040-Bn-Y1-S1-PA	C	LOLSS	1
AF040-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF040-Bn-Y1-S1-PA	C	VERPE	1
AF040-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF040-Bn-Y1-S1-PA	D	RESPH	1
AF040-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF040-Bn-Y1-S1-PB	C	CHEAL	1
AF040-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF040-Bn-Y1-S1-PB	C	LOLSS	1
AF040-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF040-Bn-Y1-S1-PB	D	SENVU	1
AF040-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF040-Bn-Y1-S1-PC	B	CAPBP	1
AF040-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF040-Bn-Y1-S1-PC	B	TRFSS	1
AF040-Bn-Y1	Y1		Bn	ORGANIC	0	S1	AF040-Bn-Y1-S1-PC	C	CIRAR	1
